会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
207404,道の駅みくに ふれあいパーク三里浜 エリア,男,1955,71,70代,静岡県,静岡市葵区,300万円以上 400万円未満,mobile/iphone,2026-08-30 19:23:28,8月,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,2泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,越前松島水族館,選択なし/該当施設なし,使わない,満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
207403,若狭高浜 エリア,男,1998,28,20代,福井県,福井市,100万円未満,mobile/android,2026-08-30 18:06:19,8月,若狭高浜 エリア,90.若狭高浜 エリア,高浜町,嶺南西部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,とても満足,,"30,000円以上 40,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",2～5回目,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,越前大野城,,丸岡城,"30,000円以上 40,000円未満",とても満足,,とても満足,,感じなかった,,10,,,福井県在住,
207401,道の駅「三方五湖」  エリア,男,1980,46,40代,福井県,越前市,300万円以上 400万円未満,mobile/iphone,2026-08-30 17:18:17,8月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,中学生以上連れの家族,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,温泉施設,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"40,000円以上 50,000円未満",使わない,"3,000円以上 5,000円未満",11回目以上,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,熊川宿,,選択なし/該当施設なし,"1,000円以上 3,000円未満",どちらでもない,,満足,,感じなかった,,7,,,機会があれば行きたい,
207431,道の駅「恐竜渓谷かつやま」 エリア,女,2000,26,20代,大阪府,大阪市天王寺区,300万円以上 400万円未満,mobile/android,2026-08-31 23:22:54,8月,道の駅「恐竜渓谷かつやま」 エリア,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,恋人,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
在来線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,,,使わない,"10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,東尋坊,,福井県立恐竜博物館,"3,000円以上 5,000円未満",満足,,とても満足,,感じなかった,,9,,,機会があれば行きたい,
207429,かつやま恐竜の森 エリア,男,1985,41,40代,富山県,富山市,100万円未満,mobile/android,2026-08-31 22:01:30,8月,かつやま恐竜の森 エリア,25.かつやま恐竜の森 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,その他家族,"温泉や露天風呂
テーマパーク（遊園地、動物園、博物館など）
友人・親戚を尋ねる
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"10,000円以上 20,000円未満","50,000円以上 100,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"30,000円以上 40,000円未満",とても満足,,とても満足,,感じた,"第2駐車場から第1駐車場への階段が急で、足腰に不安がある父は利用しずらかった。スロープなどあれば助かる。
駐車場の歩行者通路に屋根があれば雨が降っても移動しやすく、熱射があっても日陰となり歩きやすいと思う。",10,,,また行きたい（1年以内）,
207428,あわら湯のまち エリア,女,1995,31,30代,東京都,西東京市,700万円以上 800万円未満,mobile/iphone,2026-08-31 21:49:12,8月,かつやま恐竜の森 エリア,25.かつやま恐竜の森 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,親,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,車が1番よかったと思う、時間に縛られないし道路無料な部分がある,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,あわら温泉街,,選択なし/該当施設なし,"3,000円以上 5,000円未満",とても満足,恐竜博物館がよかった,とても満足,,感じた,ご飯屋さんが全然ない,7,,勝山の飲食店の営業時間が短い、夕方には閉まる,また行きたい（1年以内）,
207428,あわら湯のまち エリア,女,1995,31,30代,東京都,西東京市,700万円以上 800万円未満,mobile/iphone,2026-08-31 21:44:36,8月,あわら湯のまち エリア,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,親,"温泉や露天風呂
地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"TV・ラジオ番組やCM
観光パンフレット・ポスター
",0,0,1,1,0,0,0,0,0,0,0,0,0,0,東尋坊,,大本山永平寺,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,8,のんびりした空気感がよかった、観光地だけど外国人が少なくて過ごしやすかった,,また行きたい（1年以内）,恐竜のお土産買いたかったけど種類が少なくて、大人から大人に送れそうなものがなかった
207426,東尋坊 エリア,女,2006,20,20代,神奈川県,川崎市宮前区,分からない/無回答,mobile/iphone,2026-08-31 16:55:48,8月,東尋坊 エリア,10.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,4泊以上,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,恋人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,,"30,000円以上 40,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満",2～5回目,"観光連盟やDMOのHP
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"30,000円以上 40,000円未満",どちらでもない,,満足,,感じた,,8,,,また行きたい（1年以内）,
207423,かつやま恐竜の森 エリア,無回答,1991,35,30代,大阪府,大阪市東住吉区,200万円以上 300万円未満,mobile/android,2026-08-31 15:59:45,8月,かつやま恐竜の森 エリア,25.かつやま恐竜の森 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,親,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"1,000円以上 3,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,8,,,,
207421,えちぜん鉄道 永平寺口駅 エリア,男,1957,69,60代,福井県,鯖江市,300万円以上 400万円未満,mobile/android,2026-08-31 14:57:27,8月,えちぜん鉄道 永平寺口駅 エリア,31.えちぜん鉄道 永平寺口駅 エリア,永平寺町,福井市・永平寺町,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
その他スポーツ（ゴルフ、テニスなど）
",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,"観光展・物産展
インターネット・アプリ
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
