会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,登録エリア,満足度(商品・サービス),満足度(商品・サービス)の理由
125511,六呂師高原 エリア,女,1967,55,50代,福井県,福井市,800万円以上 900万円未満,mobile/iphone,2022-11-23 19:51:50,11月,六呂師高原 エリア,18.六呂師高原 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,1,0,1,1,"在来線
旅行会社ツアーバス
",0,0,0,0,満足,,"3,000円以上 5,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,道の駅「越前おおの荒島の郷」,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,3,,,,,,,
125509,道の駅「越前」 エリア,女,1961,61,60代,滋賀県,長浜市,"1,000万円以上 1,200万円未満",mobile/android,2022-11-23 19:36:04,11月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,中学生以上連れの家族,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
観光連盟やDMOのHP
Instagram
Facebook
その他
",0,0,0,1,1,0,0,1,1,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"1,000円未満","30,000円以上 40,000円未満",6～10回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,8,,,また行きたい（1年以内）,,,,
125508,敦賀市立博物館 エリア,女,1964,58,50代,福井県,越前市,800万円以上 900万円未満,mobile/iphone,2022-11-23 19:28:59,11月,敦賀市立博物館 エリア,50.敦賀市立博物館 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,満足,,"3,000円以上 5,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",2～5回目,氣比神宮,うお庵,氣比神宮,,"3,000円以上 5,000円未満",満足,,感じなかった,,7,,,機会があれば行きたい,,,,
125504,越前大野城・城下町 エリア,女,1973,49,40代,福井県,大野市,400万円以上 500万円未満,mobile/android,2022-11-23 18:58:31,11月,越前大野城・城下町 エリア,15.越前大野城・城下町 エリア,大野市,勝山市・大野市,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,石川県金沢市,その他家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
Facebook
",0,0,0,0,0,1,0,0,1,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",11回目以上,越前大野城,道の駅,一乗谷朝倉氏遺跡,,"5,000円以上 10,000円未満",満足,,感じなかった,,6,星空がとても綺麗,遊ぶ所や見る所がちょっと少ない,機会があれば行きたい,,,,
125500,web,男,1972,50,50代,愛知県,名古屋市緑区,500万円以上 600万円未満,mobile/iphone,2022-11-23 18:57:48,11月,金ヶ崎 エリア,49.金ヶ崎 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
まちあるき、都市散策
",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター
Instagram
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",6～10回目,氣比神宮,,気比の松原,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）,,,,
125503,福井駅前 エリア,女,1964,58,50代,福井県,福井市,分からない/無回答,mobile/iphone,2022-11-23 18:49:32,11月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"買い物、アウトレット
お祭りやイベントへの参加・見物
",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"観光展・物産展
Instagram
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,駐車場案内がわかりやすい,使わない,"1,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,5,,,機会があれば行きたい,,,,
125502,福井駅前 エリア,女,1994,28,20代,福井県,福井市,分からない/無回答,mobile/iphone,2022-11-23 18:49:20,11月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,親,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,使わない,"1,000円未満","1,000円以上 3,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,7,,,,,,,
125595,熊川宿 エリア,女,1956,66,60代,京都府,京都市左京区,500万円以上 600万円未満,mobile/iphone,2022-11-24 23:57:02,11月,熊川宿 エリア,62.熊川宿 エリア,若狭町,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,姉妹夫婦,"温泉や露天風呂
地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光連盟やDMOのHP
観光協会等の案内所
",0,0,0,0,1,0,0,0,0,0,0,1,0,0,"レンタカー
在来線
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,若狭瓜割名水公園 瓜割の滝,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,7,,,機会があれば行きたい,,,,
125593,東尋坊 エリア,女,1992,30,30代,愛知県,一宮市,700万円以上 800万円未満,mobile/iphone,2022-11-24 23:24:24,11月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,9,,,,,,,
125594,あわら温泉 エリア,女,1968,54,50代,山梨県,甲府市,"900万円以上 1,000万円未満",mobile/iphone,2022-11-24 22:51:40,11月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,夫婦2人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",6～10回目,大本山永平寺,,東尋坊,三方五湖,"20,000円以上 30,000円未満",とても満足,"宿泊地であるあわら温泉が素晴らしかった。
福井市内で訪れた「らでん」での食事も素晴らしかった。漫画「ちはやふる」の聖地であることはもっとアピールした方がよい。",感じなかった,,9,温泉も、食事も素晴らしい！今回初めて福井を訪れたが、東尋坊、永平寺以外にも三方五胡など、訪れるべきスポットがたくさんあることがわかった。,あわら温泉地区にはもう少し食事できるところがあると良い。,また行きたい（1年以内）,あわら温泉駅がきれいになったら、また訪れたい。「ちはやふる」の聖地としての町おこしも考えてみると良い。,,,
125535,越前陶芸村 エリア,男,1973,49,40代,兵庫県,神戸市長田区,"1,000万円以上 1,200万円未満",mobile/iphone,2022-11-24 22:17:15,11月,うるしの里 エリア,34.うるしの里 エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Twitter
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"30,000円以上 40,000円未満","50,000円以上 100,000円未満","20,000円以上 30,000円未満",初めて,越前陶芸村,,敦賀赤レンガ倉庫,,"3,000円以上 5,000円未満",満足,良い買い物ができる,感じなかった,,7,,飲食は不要。漆器の品揃えの充実を,また行きたい（1年以内）,カニ、魚介、越前そばはじめB級グルメ含めたフードカルチャーを全面的に,,,
125593,東尋坊 エリア,女,1992,30,30代,愛知県,一宮市,700万円以上 800万円未満,mobile/iphone,2022-11-24 22:16:16,11月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",満足,,感じた,おむつ替えスペースがないこと,8,,,,,,,
125535,越前陶芸村 エリア,男,1973,49,40代,兵庫県,神戸市長田区,"1,000万円以上 1,200万円未満",mobile/iphone,2022-11-24 21:54:33,11月,めがねミュージアム エリア,33.めがねミュージアム エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Twitter
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"30,000円以上 40,000円未満","50,000円以上 100,000円未満","20,000円以上 30,000円未満",初めて,越前陶芸村,,越前打刃物会館,,使わない,不満,メガネのショップは高級品ばかりでアウトレット品も見たかった,感じなかった,,5,メガネを買いたい人には参考にはなるけど、実際そこで購入することはお薦めしにくい,メガネを買いたい人が来るので他のアクティビティは要らない,また行きたい（1年以内）,美味しい海産物、現地ならではのお手頃な名産品,,,
125536,越前陶芸村 エリア,女,1970,52,50代,兵庫県,神戸市長田区,"1,000万円以上 1,200万円未満",mobile/iphone,2022-11-24 21:49:54,11月,うるしの里 エリア,34.うるしの里 エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,,感じなかった,,10,展示物も、多かったし、販売してたものも多くて、素敵で、観ていて楽しかった。,,機会があれば行きたい,,,,
125536,越前陶芸村 エリア,女,1970,52,50代,兵庫県,神戸市長田区,"1,000万円以上 1,200万円未満",mobile/iphone,2022-11-24 21:44:56,11月,めがねミュージアム エリア,33.めがねミュージアム エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,うるしの里,,使わない,どちらでもない,"メガネは、とても素敵だったが、定価で高すぎる。同じ品物でも、愛眼の方がやすい。正直、地元で買うためね、調査で終わった。
せっかく鯖江なら、鯖江にきて、お得に買えたという、満足感のあるものがほしい。",感じなかった,,0,,,機会があれば行きたい,,,,
125591,道の駅「パークイン丹生ヶ丘」 エリア,男,1955,67,60代,静岡県,焼津市,300万円以上 400万円未満,mobile/android,2022-11-24 20:42:07,11月,道の駅「パークイン丹生ヶ丘」 エリア,39.道の駅「パークイン丹生ヶ丘」 エリア,越前町,丹南,,3泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,富山,夫婦2人,"宿でのんびり過ごす
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
各種体験（手作り、果物狩りなど）
",1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,7,,,,,,,
