会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,登録エリア,満足度(商品・サービス),満足度(商品・サービス)の理由
129403,あわら温泉 エリア,女,1992,31,30代,東京都,世田谷区,100万円未満,mobile/iphone,2023-01-22 12:00:42,1月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"新幹線
その他
",1,0,1,0,0,0,0,"自家用車
路線バス
",0,1,0,0,,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"20,000円以上 30,000円未満",とても満足,"ご飯が美味しくて温泉が気持ちよかった！
カニが有名なエリアですがカニも予想以上に美味しかった！",感じなかった,,7,ご飯も美味しいし温泉も気持ちいいが東京からだと少し遠いため。（私はそう感じなかったが）,宿をチェックアウトした後の飲食店がもう少しあればいいなと思った！,機会があれば行きたい,東尋坊等の観光名所以外にも福井らしいアクティビティが何かあればいいなと思った！（キャンプ等）,,,
129404,あわら温泉 エリア,女,1989,34,30代,大阪府,大阪市北区,400万円以上 500万円未満,mobile/iphone,2023-01-22 11:59:03,1月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友人,"宿でのんびり過ごす
温泉や露天風呂
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,とても満足,乗り心地最高でした,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,日本海さかな街,,ツリーピクニックアドベンチャーいけだ,,"10,000円以上 20,000円未満",とても満足,静かで落ち着いてる,感じなかった,,10,蟹がうまい。人が優しい,あわら温泉街はもう少しカフェとかあってもいいのかなと思いました,また行きたい（1年以内）,車がなくても、駅周辺で遊べるスポットがほしい,,,
129402,あわら温泉 エリア,女,1993,30,30代,大阪府,大阪市中央区,600万円以上 700万円未満,mobile/iphone,2023-01-22 11:42:57,1月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,友人,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",とても満足,,感じなかった,,8,,,,,,,
129481,越前大野城・城下町 エリア,女,1973,50,50代,福井県,越前市,700万円以上 800万円未満,mobile/iphone,2023-01-23 23:29:33,1月,越前大野城・城下町 エリア,15.越前大野城・城下町 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
Instagram
Facebook
友人・知人
観光協会等の案内所
",0,0,0,0,0,1,0,1,1,0,1,1,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",2～5回目,福井和泉スキー場,,道の駅「越前おおの荒島の郷」,,"10,000円以上 20,000円未満",とても満足,,感じなかった,,10,食べ歩き,魅力的なものが沢山,福井県在住,,,,
129479,東尋坊 エリア,女,1970,53,50代,大阪府,大阪市天王寺区,500万円以上 600万円未満,mobile/iphone,2023-01-23 21:45:13,1月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
名所、旧跡の観光
まちあるき、都市散策
",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター
インターネット・アプリ
",0,0,0,1,0,1,0,0,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,どちらでもない,1時間に1本しかバスがないのはちょっと不便かもです。,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,山中温泉（石川県）,,福井駅,,"5,000円以上 10,000円未満",とても満足,"いつまでも見ていたい景色。
商店街があって楽しい。",感じた,バスの時間をうまく合わせられなかった。,10,"東尋坊は2度目でしたが、あらためて自然の創り出した芸術に触れた思いがしました。
また、今回初めて訪れた雄島も良かった。
とても素敵な地域だと思います。","蟹が意外と高かった。
先日、娘が境港の市場で蟹を買っていて、東尋坊でも買いたいと思って買いましたが、娘が買った蟹とその値段が頭にあったから、ちょっと高いなと思いました。
無理かもしれないけど、もう少しお手頃のもあればいいなと思います。",機会があれば行きたい,自然。海の幸。,,,
129442,あわら温泉 エリア,女,1991,32,30代,兵庫県,神戸市中央区,500万円以上 600万円未満,mobile/iphone,2023-01-23 15:59:02,1月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,恋人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,満足,乗り放題切符があるともっとよかった,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","40,000円以上 50,000円未満",初めて,あわら温泉街,,福井駅,,"3,000円以上 5,000円未満",満足,,感じた,バスの料金が現金のみ,7,,,また行きたい（1年以内）,,,,
129462,web,女,1961,62,60代,大阪府,豊中市,300万円以上 400万円未満,mobile/android,2023-01-23 14:52:56,1月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,その他,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",11回目以上,敦賀市立博物館,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）,,,,
129446,東尋坊 エリア,女,1993,30,30代,栃木県,鹿沼市,600万円以上 700万円未満,mobile/iphone,2023-01-23 14:24:19,1月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県加賀市,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,一乗谷朝倉氏遺跡,,福井駅,,"1,000円以上 3,000円未満",満足,蟹ミュージアムが楽しかった,感じなかった,,7,,,機会があれば行きたい,,,,
129456,web,その他,1961,62,60代,兵庫県,神戸市垂水区,100万円未満,mobile/iphone,2023-01-23 13:59:55,1月,スキージャム勝山 エリア,21.スキージャム勝山 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,奥越前エリア（勝山市・大野市）,福井県外には宿泊しない,夫婦2人,"スキー・スノボ、マリンスポーツ
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"40,000円以上 50,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"40,000円以上 50,000円未満",どちらでもない,スキー場はいいが、宿泊施設が落ち着かないので、少々高くてもいいので、差別化して欲しいです,感じなかった,,6,スキー場がそこそこ広くていいところ,"お土産がいつも同じになってしまうので、特色あるものが欲しい
美味しいパン屋さんもあったら嬉しいです",機会があれば行きたい,,,,
129462,web,女,1961,62,60代,大阪府,豊中市,300万円以上 400万円未満,mobile/android,2023-01-23 13:42:06,1月,JR敦賀駅前 エリア,48.JR敦賀駅前 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,その他,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",11回目以上,熊川宿,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）,,,,
129467,一乗谷朝倉氏遺跡 エリア,無回答,1969,54,50代,福井県,福井市,200万円以上 300万円未満,mobile/iphone,2023-01-23 13:04:58,1月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,1,0,0,1,"在来線
",0,0,0,0,選択肢なし,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,7,,,福井県在住,,,,
129466,スキージャム勝山 エリア,男,1986,37,30代,兵庫県,神戸市須磨区,600万円以上 700万円未満,mobile/android,2023-01-23 12:33:27,1月,スキージャム勝山 エリア,21.スキージャム勝山 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),2泊,2泊,奥越前エリア（勝山市・大野市）,福井県外には宿泊しない,小学生以下連れの家族,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"宿泊施設
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",とても満足,,感じなかった,,10,,,,,,,
129465,web,女,2002,21,20代,大阪府,大阪市阿倍野区,分からない/無回答,mobile/android,2023-01-23 12:24:54,1月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,2泊,1泊,福井エリア（福井市・永平寺町）,石川県金沢市,自分ひとり,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"新幹線
",0,0,1,0,0,0,0,"路線バス
",0,1,0,0,とても満足,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,選択なし/該当施設なし,,養浩館庭園,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,8,,,機会があれば行きたい,,,,
129464,web,男,1975,48,40代,福井県,福井市,500万円以上 600万円未満,mobile/android,2023-01-23 12:06:47,1月,花の駅 ゆりの里公園 エリア,09.花の駅 ゆりの里公園 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満",使わない,"5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,7,,,また行きたい（1年以内）,,,,
129462,web,女,1961,62,60代,大阪府,豊中市,300万円以上 400万円未満,mobile/android,2023-01-23 12:00:40,1月,日本海さかな街 エリア,46.日本海さかな街 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,その他,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,10,,,また行きたい（1年以内）,,,,
129461,web,女,1991,32,30代,千葉県,長生郡,500万円以上 600万円未満,mobile/android,2023-01-23 11:39:21,1月,越前陶芸村 エリア,41.越前陶芸村 エリア,越前町,丹南,,4泊以上,2泊,福井エリア（福井市・永平寺町）,滋賀県,小学生以下連れの家族,"温泉や露天風呂
友人・親戚を尋ねる
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Instagram
友人・知人
",0,0,0,0,0,0,0,1,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,東尋坊,,選択なし/該当施設なし,,使わない,満足,いろんな陶器をみれて楽しかった,感じなかった,特になし,5,東尋坊　海がきれいで崖が絶壁で感動した,特になし,機会があれば行きたい,食べ物が美味しくて満足でした,,,
129460,web,女,1977,46,40代,京都府,京都市山科区,600万円以上 700万円未満,mobile/iphone,2023-01-23 11:34:26,1月,スキージャム勝山 エリア,21.スキージャム勝山 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,奥越前エリア（勝山市・大野市）,福井県外には宿泊しない,家族と友人家族,"スキー・スノボ、マリンスポーツ
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"30,000円以上 40,000円未満",不満,"宿泊費やリフト券が高いので、家族で行くと負担が大きいです。
なので何度も行きたいんですが、シーズンに1回しか行けなくて残念です。",感じなかった,,8,"ホテル前がすぐゲレンデなので、子供連れには
助かります。ホテルもきれいだし、温泉もあるし食事も楽しめます。
価格が高いのがネックです。",,また行きたい（1年以内）,,,,
129453,web,男,1989,34,30代,千葉県,長生郡,400万円以上 500万円未満,mobile/android,2023-01-23 11:30:22,1月,越前陶芸村 エリア,41.越前陶芸村 エリア,越前町,丹南,,4泊以上,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,滋賀県,小学生以下連れの家族,"友人・親戚を尋ねる
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,越前陶芸村,,一乗谷朝倉氏遺跡,,使わない,満足,,感じなかった,,8,,,また行きたい（1年以内）,,,,
129458,丸岡城 エリア,女,1965,58,50代,大阪府,堺市東区,600万円以上 700万円未満,mobile/iphone,2023-01-23 10:24:15,1月,丸岡城 エリア,08.丸岡城 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,満足,特に不足なく良かったです。時間通りに行けました。,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡博物館,"1,000円以上 3,000円未満",満足,ゆっくり散策でき時間通りの予定で過ごせました。趣味の御城印やロゲットカードを入手できました。,感じなかった,特になし,10,国宝丸岡城の古い天守や望楼、石瓦で歴史を感じ他の人にも薦めたい。一乗谷朝倉氏遺跡で昔の生活や風習などを知ることができました。また昨年開館した一乗谷朝倉氏遺跡博物館は内外が令和風の新しい様式が印象でした。ビデオやパネル、実際の遺跡跡を残した建物構造、畳や廊下の間が明るく当時の間取りを再現され見所が沢山あり素晴らしかったです。再訪したいと感じました。,"バスの便がもう少し多いと行きやすくなります。飲食やお土産エリアの拡大を希望します。
丸岡城はロープを使って登ることができリアルさがありました。他府県のお城は観光用に登りやすく改修されております。姫路城も東西の柱を元に登るのに苦労しましたが丸岡城ほどではありませんでした。",機会があれば行きたい,今回、恐竜博物館(改修中)に行かなかったので次回行きたいと思います。福井県は観光地が多いことを改めて知りました。,,,
129459,福井駅前 エリア,男,1997,26,20代,京都府,京都市伏見区,400万円以上 500万円未満,mobile/iphone,2023-01-23 10:16:48,1月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,恋人,"宿でのんびり過ごす
地元の美味しいものを食べる
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"徒歩
",0,0,1,0,,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",6～10回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,新幹線開業のため開発が進み、賑やかになっている,感じなかった,,10,福井は食べ物が美味しい。,ヨーロッパ軒を駅前に欲しい。,また行きたい（1年以内）,福井のソウルフード、秋吉、ヨーロッパ軒、8番ラーメンは美味しい。,,,
129446,東尋坊 エリア,女,1993,30,30代,栃木県,鹿沼市,600万円以上 700万円未満,mobile/iphone,2023-01-23 09:31:35,1月,永平寺門前 エリア,25.永平寺門前 エリア,永平寺町,福井市・永平寺町,,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県加賀市,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,東尋坊,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",不満,永平寺が開いていないと分からず来てしまった。調べ不足でした。,感じなかった,,5,苔は綺麗だった,,機会があれば行きたい,,,,
129455,丸岡城 エリア,男,1971,52,50代,岡山県,岡山市中区,500万円以上 600万円未満,mobile/iphone,2023-01-23 08:42:02,1月,丸岡城 エリア,08.丸岡城 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,1泊,福井エリア（福井市・永平寺町）,石川県金沢市,自分ひとり,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
在来線
",0,0,1,0,0,0,0,"路線バス
",0,1,0,0,満足,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,,感じた,公共交通の便,8,,,機会があれば行きたい,,,,
129453,web,男,1989,34,30代,千葉県,長生郡,400万円以上 500万円未満,mobile/android,2023-01-23 08:36:47,1月,道の駅「パークイン丹生ヶ丘」 エリア,39.道の駅「パークイン丹生ヶ丘」 エリア,越前町,丹南,,4泊以上,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,滋賀県,小学生以下連れの家族,"温泉や露天風呂
地元の美味しいものを食べる
友人・親戚を尋ねる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,選択肢なし,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,道の駅「河野」,,越前そばの里,,"10,000円以上 20,000円未満",満足,アクセスが良かった,感じなかった,,10,温泉が良かった,,また行きたい（1年以内）,,,,
129442,あわら温泉 エリア,女,1991,32,30代,兵庫県,神戸市中央区,500万円以上 600万円未満,mobile/iphone,2023-01-23 08:17:16,1月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,恋人,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
Instagram
",0,1,0,0,0,1,0,1,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,"在来線
路線バス
",0,1,0,0,どちらでもない,"想定より本数も少なくなく、便利に利用できた
バスでICを使えたらもっとよかった。","5,000円以上 10,000円未満","10,000円以上 20,000円未満","40,000円以上 50,000円未満",初めて,三国サンセットビーチ,,めがねミュージアム,,"5,000円以上 10,000円未満",満足,,感じなかった,,9,"蟹だけでなく料理のおいしさ
ひとのあたたかさ",,また行きたい（1年以内）,,,,
129452,かずら橋 エリア,女,1995,28,20代,福井県,福井市,"900万円以上 1,000万円未満",mobile/iphone,2023-01-23 07:46:02,1月,かずら橋 エリア,37.かずら橋 エリア,池田町,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,選択肢なし,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",初めて,金津創作の森,,ゆりの里公園ユリーム春江,,"10,000円以上 20,000円未満",とても満足,自然の中で久しぶりに深呼吸して、こうやってリラックスする時間がたまには必要であると思った！,感じなかった,,9,自然豊か！あと色んな体験施設もあって春夏秋冬楽しめると思った！,,福井県在住,,,,
129451,越前岬 エリア,女,1965,58,50代,岐阜県,関市,800万円以上 900万円未満,mobile/android,2023-01-23 00:05:10,1月,越前岬 エリア,42.越前岬 エリア,越前町,丹南,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"宿でのんびり過ごす
地元の美味しいものを食べる
",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TV・ラジオ番組やCM
観光パンフレット・ポスター
インターネット・アプリ
",0,0,1,1,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,福井駅,,日本海さかな街,,"10,000円以上 20,000円未満",満足,天気が悪かったから、少しマイナス,感じなかった,,7,"カニがおいしい
海鮮丼もおいしいから",お店の位置が分かりにくいので、手前にも看板があったらいいなぁと思いました。,また行きたい（1年以内）,福井のお土産、羽二重餅とかごま豆腐とかいろいろ詰め合わせたセットがあったら、いいのにと思いました,,,
129492,丸岡城 エリア,男,1963,60,60代,大阪府,堺市東区,"900万円以上 1,000万円未満",mobile/android,2023-01-24 20:29:34,1月,丸岡城 エリア,08.丸岡城 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
観光協会等の案内所
",0,1,0,0,0,0,0,0,0,0,0,1,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,満足,時間がかかるが空いていてゆっくりできたから,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,選択なし/該当施設なし,,一乗谷朝倉氏遺跡,,"1,000円以上 3,000円未満",とても満足,現存天守に入れるから,感じなかった,,8,名所旧跡が整備されている,築城時代を感じさせるイベント,また行きたい（1年以内）,名所旧跡を色々巡りたい,,,
